,player_1_won,player_2_won,date,maxw,maxl,avgw,avgl
783,1,0,2000-04-17,,,,
782,1,0,2000-04-17,,,,
781,0,1,2000-04-17,,,,
780,1,0,2000-04-17,,,,
786,1,0,2000-04-17,,,,
864,1,0,2000-04-24,,,,
863,0,1,2000-04-24,,,,
862,0,1,2000-04-24,,,,
861,1,0,2000-04-24,,,,
856,1,0,2000-04-24,,,,
858,1,0,2000-04-24,,,,
857,0,1,2000-04-24,,,,
865,1,0,2000-04-24,,,,
855,0,1,2000-04-24,,,,
860,0,1,2000-04-24,,,,
866,0,1,2000-04-24,,,,
873,1,0,2000-04-24,,,,
868,1,0,2000-04-24,,,,
869,0,1,2000-04-24,,,,
870,1,0,2000-04-24,,,,
871,0,1,2000-04-24,,,,
872,0,1,2000-04-24,,,,
874,0,1,2000-04-24,,,,
875,0,1,2000-04-24,,,,
876,1,0,2000-04-24,,,,
877,1,0,2000-04-24,,,,
878,1,0,2000-04-24,,,,
854,1,0,2000-04-24,,,,
879,0,1,2000-04-24,,,,
867,1,0,2000-04-24,,,,
853,0,1,2000-04-24,,,,
859,1,0,2000-04-24,,,,
851,0,1,2000-04-24,,,,
852,1,0,2000-04-24,,,,
826,0,1,2000-04-24,,,,
827,0,1,2000-04-24,,,,
829,1,0,2000-04-24,,,,
830,1,0,2000-04-24,,,,
831,0,1,2000-04-24,,,,
832,1,0,2000-04-24,,,,
833,0,1,2000-04-24,,,,
834,1,0,2000-04-24,,,,
835,0,1,2000-04-24,,,,
836,0,1,2000-04-24,,,,
837,0,1,2000-04-24,,,,
828,0,1,2000-04-24,,,,
839,0,1,2000-04-24,,,,
838,0,1,2000-04-24,,,,
849,1,0,2000-04-24,,,,
847,0,1,2000-04-24,,,,
846,1,0,2000-04-24,,,,
845,1,0,2000-04-24,,,,
848,0,1,2000-04-24,,,,
843,1,0,2000-04-24,,,,
842,0,1,2000-04-24,,,,
841,1,0,2000-04-24,,,,
840,1,0,2000-04-24,,,,
844,0,1,2000-04-24,,,,
850,1,0,2000-04-24,,,,
945,1,0,2000-05-01,,,,
937,0,1,2000-05-01,,,,
944,1,0,2000-05-01,,,,
943,1,0,2000-05-01,,,,
942,1,0,2000-05-01,,,,
941,1,0,2000-05-01,,,,
940,1,0,2000-05-01,,,,
939,1,0,2000-05-01,,,,
938,0,1,2000-05-01,,,,
931,0,1,2000-05-01,,,,
935,1,0,2000-05-01,,,,
934,0,1,2000-05-01,,,,
933,0,1,2000-05-01,,,,
932,0,1,2000-05-01,,,,
930,0,1,2000-05-01,,,,
929,1,0,2000-05-01,,,,
928,1,0,2000-05-01,,,,
927,1,0,2000-05-01,,,,
946,1,0,2000-05-01,,,,
936,0,1,2000-05-01,,,,
947,0,1,2000-05-01,,,,
961,0,1,2000-05-01,,,,
949,1,0,2000-05-01,,,,
926,1,0,2000-05-01,,,,
969,0,1,2000-05-01,,,,
968,1,0,2000-05-01,,,,
967,0,1,2000-05-01,,,,
966,1,0,2000-05-01,,,,
965,0,1,2000-05-01,,,,
964,1,0,2000-05-01,,,,
963,0,1,2000-05-01,,,,
962,0,1,2000-05-01,,,,
948,1,0,2000-05-01,,,,
960,1,0,2000-05-01,,,,
958,1,0,2000-05-01,,,,
957,1,0,2000-05-01,,,,
956,1,0,2000-05-01,,,,
955,1,0,2000-05-01,,,,
954,0,1,2000-05-01,,,,
953,0,1,2000-05-01,,,,
952,0,1,2000-05-01,,,,
951,1,0,2000-05-01,,,,
950,0,1,2000-05-01,,,,
959,0,1,2000-05-01,,,,
925,0,1,2000-05-01,,,,
890,1,0,2000-05-01,,,,
923,0,1,2000-05-01,,,,
899,1,0,2000-05-01,,,,
898,1,0,2000-05-01,,,,
897,1,0,2000-05-01,,,,
896,0,1,2000-05-01,,,,
895,0,1,2000-05-01,,,,
894,1,0,2000-05-01,,,,
893,0,1,2000-05-01,,,,
892,1,0,2000-05-01,,,,
891,1,0,2000-05-01,,,,
889,1,0,2000-05-01,,,,
888,1,0,2000-05-01,,,,
887,0,1,2000-05-01,,,,
885,0,1,2000-05-01,,,,
884,0,1,2000-05-01,,,,
883,1,0,2000-05-01,,,,
882,1,0,2000-05-01,,,,
881,0,1,2000-05-01,,,,
880,1,0,2000-05-01,,,,
924,0,1,2000-05-01,,,,
900,1,0,2000-05-01,,,,
901,1,0,2000-05-01,,,,
886,0,1,2000-05-01,,,,
903,1,0,2000-05-01,,,,
902,0,1,2000-05-01,,,,
922,0,1,2000-05-01,,,,
921,1,0,2000-05-01,,,,
920,0,1,2000-05-01,,,,
919,1,0,2000-05-01,,,,
917,1,0,2000-05-01,,,,
916,1,0,2000-05-01,,,,
915,1,0,2000-05-01,,,,
914,0,1,2000-05-01,,,,
913,0,1,2000-05-01,,,,
918,0,1,2000-05-01,,,,
912,0,1,2000-05-01,,,,
904,0,1,2000-05-01,,,,
906,1,0,2000-05-01,,,,
907,0,1,2000-05-01,,,,
908,0,1,2000-05-01,,,,
905,1,0,2000-05-01,,,,
909,0,1,2000-05-01,,,,
910,0,1,2000-05-01,,,,
911,1,0,2000-05-01,,,,
1014,1,0,2000-05-08,,,,
1013,0,1,2000-05-08,,,,
1012,1,0,2000-05-08,,,,
1011,1,0,2000-05-08,,,,
1010,0,1,2000-05-08,,,,
1009,0,1,2000-05-08,,,,
1008,0,1,2000-05-08,,,,
1007,1,0,2000-05-08,,,,
1003,0,1,2000-05-08,,,,
1006,1,0,2000-05-08,,,,
1005,1,0,2000-05-08,,,,
1004,1,0,2000-05-08,,,,
1015,0,1,2000-05-08,,,,
1016,0,1,2000-05-08,,,,
1026,0,1,2000-05-08,,,,
1018,1,0,2000-05-08,,,,
1019,1,0,2000-05-08,,,,
1020,1,0,2000-05-08,,,,
1021,0,1,2000-05-08,,,,
1022,0,1,2000-05-08,,,,
1023,1,0,2000-05-08,,,,
1024,0,1,2000-05-08,,,,
1025,1,0,2000-05-08,,,,
1027,0,1,2000-05-08,,,,
1028,0,1,2000-05-08,,,,
1029,0,1,2000-05-08,,,,
1030,1,0,2000-05-08,,,,
1002,0,1,2000-05-08,,,,
1031,0,1,2000-05-08,,,,
1017,0,1,2000-05-08,,,,
1001,1,0,2000-05-08,,,,
994,0,1,2000-05-08,,,,
999,1,0,2000-05-08,,,,
1000,1,0,2000-05-08,,,,
970,0,1,2000-05-08,,,,
971,0,1,2000-05-08,,,,
972,0,1,2000-05-08,,,,
973,1,0,2000-05-08,,,,
974,1,0,2000-05-08,,,,
975,0,1,2000-05-08,,,,
976,1,0,2000-05-08,,,,
978,0,1,2000-05-08,,,,
979,0,1,2000-05-08,,,,
980,1,0,2000-05-08,,,,
981,1,0,2000-05-08,,,,
982,0,1,2000-05-08,,,,
983,1,0,2000-05-08,,,,
977,1,0,2000-05-08,,,,
985,0,1,2000-05-08,,,,
998,1,0,2000-05-08,,,,
984,0,1,2000-05-08,,,,
997,0,1,2000-05-08,,,,
996,1,0,2000-05-08,,,,
995,0,1,2000-05-08,,,,
992,0,1,2000-05-08,,,,
993,0,1,2000-05-08,,,,
990,0,1,2000-05-08,,,,
989,1,0,2000-05-08,,,,
988,0,1,2000-05-08,,,,
987,1,0,2000-05-08,,,,
986,1,0,2000-05-08,,,,
991,0,1,2000-05-08,,,,
1072,1,0,2000-05-15,,,,
1076,1,0,2000-05-15,,,,
1075,0,1,2000-05-15,,,,
1074,0,1,2000-05-15,,,,
1073,0,1,2000-05-15,,,,
1071,1,0,2000-05-15,,,,
1065,1,0,2000-05-15,,,,
1069,0,1,2000-05-15,,,,
1068,1,0,2000-05-15,,,,
1067,0,1,2000-05-15,,,,
1066,0,1,2000-05-15,,,,
1077,1,0,2000-05-15,,,,
1070,1,0,2000-05-15,,,,
1078,0,1,2000-05-15,,,,
1093,1,0,2000-05-15,,,,
1080,1,0,2000-05-15,,,,
1081,0,1,2000-05-15,,,,
1082,1,0,2000-05-15,,,,
1094,1,0,2000-05-15,,,,
1084,0,1,2000-05-15,,,,
1085,1,0,2000-05-15,,,,
1086,1,0,2000-05-15,,,,
1087,1,0,2000-05-15,,,,
1088,1,0,2000-05-15,,,,
1089,0,1,2000-05-15,,,,
1090,1,0,2000-05-15,,,,
1091,1,0,2000-05-15,,,,
1092,1,0,2000-05-15,,,,
1064,0,1,2000-05-15,,,,
1079,0,1,2000-05-15,,,,
1063,0,1,2000-05-15,,,,
1083,0,1,2000-05-15,,,,
1061,0,1,2000-05-15,,,,
1062,0,1,2000-05-15,,,,
1032,1,0,2000-05-15,,,,
1033,0,1,2000-05-15,,,,
1034,1,0,2000-05-15,,,,
1035,0,1,2000-05-15,,,,
1036,0,1,2000-05-15,,,,
1037,1,0,2000-05-15,,,,
1038,1,0,2000-05-15,,,,
1040,1,0,2000-05-15,,,,
1041,1,0,2000-05-15,,,,
1042,1,0,2000-05-15,,,,
1043,1,0,2000-05-15,,,,
1044,0,1,2000-05-15,,,,
1045,0,1,2000-05-15,,,,
1039,0,1,2000-05-15,,,,
1047,0,1,2000-05-15,,,,
1046,1,0,2000-05-15,,,,
1059,0,1,2000-05-15,,,,
1058,0,1,2000-05-15,,,,
1057,1,0,2000-05-15,,,,
1056,0,1,2000-05-15,,,,
1055,0,1,2000-05-15,,,,
1054,0,1,2000-05-15,,,,
1060,0,1,2000-05-15,,,,
1052,0,1,2000-05-15,,,,
1051,1,0,2000-05-15,,,,
1050,1,0,2000-05-15,,,,
1049,0,1,2000-05-15,,,,
1048,1,0,2000-05-15,,,,
1053,0,1,2000-05-15,,,,
1110,1,0,2000-05-22,,,,
1111,0,1,2000-05-22,,,,
1112,0,1,2000-05-22,,,,
1113,0,1,2000-05-22,,,,
1114,0,1,2000-05-22,,,,
1115,1,0,2000-05-22,,,,
1119,0,1,2000-05-22,,,,
1117,0,1,2000-05-22,,,,
1118,0,1,2000-05-22,,,,
1120,1,0,2000-05-22,,,,
1121,0,1,2000-05-22,,,,
1122,0,1,2000-05-22,,,,
1116,0,1,2000-05-22,,,,
1109,0,1,2000-05-22,,,,
1123,1,0,2000-05-22,,,,
1107,1,0,2000-05-22,,,,
1095,0,1,2000-05-22,,,,
1096,1,0,2000-05-22,,,,
1097,1,0,2000-05-22,,,,
1108,1,0,2000-05-22,,,,
1099,0,1,2000-05-22,,,,
1100,0,1,2000-05-22,,,,
1098,0,1,2000-05-22,,,,
1102,1,0,2000-05-22,,,,
1103,1,0,2000-05-22,,,,
1104,0,1,2000-05-22,,,,
1105,1,0,2000-05-22,,,,
1106,0,1,2000-05-22,,,,
1101,1,0,2000-05-22,,,,
1202,0,1,2000-05-29,,,,
1203,0,1,2000-05-29,,,,
1204,0,1,2000-05-29,,,,
1205,0,1,2000-05-29,,,,
1206,0,1,2000-05-29,,,,
1212,1,0,2000-05-29,,,,
1208,0,1,2000-05-29,,,,
1209,1,0,2000-05-29,,,,
1210,0,1,2000-05-29,,,,
1211,1,0,2000-05-29,,,,
1201,0,1,2000-05-29,,,,
1207,1,0,2000-05-29,,,,
1200,0,1,2000-05-29,,,,
1194,0,1,2000-05-29,,,,
1198,1,0,2000-05-29,,,,
1197,0,1,2000-05-29,,,,
1196,0,1,2000-05-29,,,,
1195,0,1,2000-05-29,,,,
1213,0,1,2000-05-29,,,,
1193,1,0,2000-05-29,,,,
1192,0,1,2000-05-29,,,,
1191,0,1,2000-05-29,,,,
1190,0,1,2000-05-29,,,,
1189,0,1,2000-05-29,,,,
1188,1,0,2000-05-29,,,,
1187,0,1,2000-05-29,,,,
1186,0,1,2000-05-29,,,,
1199,0,1,2000-05-29,,,,
1214,1,0,2000-05-29,,,,
1221,1,0,2000-05-29,,,,
1216,1,0,2000-05-29,,,,
1185,1,0,2000-05-29,,,,
1243,1,0,2000-05-29,,,,
1242,0,1,2000-05-29,,,,
1241,0,1,2000-05-29,,,,
1240,0,1,2000-05-29,,,,
1239,0,1,2000-05-29,,,,
1238,0,1,2000-05-29,,,,
1237,0,1,2000-05-29,,,,
1236,0,1,2000-05-29,,,,
1235,1,0,2000-05-29,,,,
1234,0,1,2000-05-29,,,,
1233,0,1,2000-05-29,,,,
1232,1,0,2000-05-29,,,,
1231,1,0,2000-05-29,,,,
1230,0,1,2000-05-29,,,,
1229,0,1,2000-05-29,,,,
1228,0,1,2000-05-29,,,,
1227,0,1,2000-05-29,,,,
1226,1,0,2000-05-29,,,,
1225,1,0,2000-05-29,,,,
1224,0,1,2000-05-29,,,,
1223,0,1,2000-05-29,,,,
1222,0,1,2000-05-29,,,,
1220,1,0,2000-05-29,,,,
1219,1,0,2000-05-29,,,,
1218,0,1,2000-05-29,,,,
1217,0,1,2000-05-29,,,,
1215,1,0,2000-05-29,,,,
1184,1,0,2000-05-29,,,,
1174,0,1,2000-05-29,,,,
1182,1,0,2000-05-29,,,,
1150,1,0,2000-05-29,,,,
1149,1,0,2000-05-29,,,,
1148,0,1,2000-05-29,,,,
1147,1,0,2000-05-29,,,,
1146,0,1,2000-05-29,,,,
1145,1,0,2000-05-29,,,,
1144,0,1,2000-05-29,,,,
1143,0,1,2000-05-29,,,,
1142,1,0,2000-05-29,,,,
1141,0,1,2000-05-29,,,,
1140,1,0,2000-05-29,,,,
1139,1,0,2000-05-29,,,,
1138,1,0,2000-05-29,,,,
1137,1,0,2000-05-29,,,,
1136,1,0,2000-05-29,,,,
1135,0,1,2000-05-29,,,,
1134,1,0,2000-05-29,,,,
1183,0,1,2000-05-29,,,,
1132,1,0,2000-05-29,,,,
1131,1,0,2000-05-29,,,,
1130,0,1,2000-05-29,,,,
1129,0,1,2000-05-29,,,,
1128,1,0,2000-05-29,,,,
1127,0,1,2000-05-29,,,,
1126,0,1,2000-05-29,,,,
1125,0,1,2000-05-29,,,,
1124,0,1,2000-05-29,,,,
1151,1,0,2000-05-29,,,,
1152,1,0,2000-05-29,,,,
1133,0,1,2000-05-29,,,,
1154,1,0,2000-05-29,,,,
1153,1,0,2000-05-29,,,,
1181,1,0,2000-05-29,,,,
1180,0,1,2000-05-29,,,,
1179,1,0,2000-05-29,,,,
1178,0,1,2000-05-29,,,,
1176,1,0,2000-05-29,,,,
1175,0,1,2000-05-29,,,,
1173,1,0,2000-05-29,,,,
1172,0,1,2000-05-29,,,,
1171,0,1,2000-05-29,,,,
1170,1,0,2000-05-29,,,,
1169,0,1,2000-05-29,,,,
1168,0,1,2000-05-29,,,,
1177,1,0,2000-05-29,,,,
1166,0,1,2000-05-29,,,,
1167,0,1,2000-05-29,,,,
1156,1,0,2000-05-29,,,,
1157,0,1,2000-05-29,,,,
1155,0,1,2000-05-29,,,,
1159,0,1,2000-05-29,,,,
1160,1,0,2000-05-29,,,,
1158,1,0,2000-05-29,,,,
1162,0,1,2000-05-29,,,,
1163,1,0,2000-05-29,,,,
1164,0,1,2000-05-29,,,,
1165,1,0,2000-05-29,,,,
1161,1,0,2000-05-29,,,,
1303,0,1,2000-06-12,,,,
1304,0,1,2000-06-12,,,,
1302,0,1,2000-06-12,,,,
1301,1,0,2000-06-12,,,,
1300,1,0,2000-06-12,,,,
1299,0,1,2000-06-12,,,,
1298,1,0,2000-06-12,,,,
1297,0,1,2000-06-12,,,,
1291,0,1,2000-06-12,,,,
1295,0,1,2000-06-12,,,,
1294,1,0,2000-06-12,,,,
1293,0,1,2000-06-12,,,,
1292,0,1,2000-06-12,,,,
1290,0,1,2000-06-12,,,,
1289,0,1,2000-06-12,,,,
1305,0,1,2000-06-12,,,,
1288,0,1,2000-06-12,,,,
1296,1,0,2000-06-12,,,,
1306,1,0,2000-06-12,,,,
1319,1,0,2000-06-12,,,,
1308,1,0,2000-06-12,,,,
1287,0,1,2000-06-12,,,,
1325,0,1,2000-06-12,,,,
1324,1,0,2000-06-12,,,,
1323,1,0,2000-06-12,,,,
1322,0,1,2000-06-12,,,,
1321,1,0,2000-06-12,,,,
1320,1,0,2000-06-12,,,,
1318,0,1,2000-06-12,,,,
1307,0,1,2000-06-12,,,,
1317,1,0,2000-06-12,,,,
1315,1,0,2000-06-12,,,,
1314,0,1,2000-06-12,,,,
1326,0,1,2000-06-12,,,,
1313,0,1,2000-06-12,,,,
1312,1,0,2000-06-12,,,,
1311,1,0,2000-06-12,,,,
1310,1,0,2000-06-12,,,,
1309,0,1,2000-06-12,,,,
1316,0,1,2000-06-12,,,,
1286,0,1,2000-06-12,,,,
1256,1,0,2000-06-12,,,,
1284,1,0,2000-06-12,,,,
1261,1,0,2000-06-12,,,,
1260,1,0,2000-06-12,,,,
1259,1,0,2000-06-12,,,,
1258,0,1,2000-06-12,,,,
1257,1,0,2000-06-12,,,,
1255,0,1,2000-06-12,,,,
1254,1,0,2000-06-12,,,,
1253,1,0,2000-06-12,,,,
1252,0,1,2000-06-12,,,,
1251,0,1,2000-06-12,,,,
1250,0,1,2000-06-12,,,,
1249,0,1,2000-06-12,,,,
1247,0,1,2000-06-12,,,,
1246,1,0,2000-06-12,,,,
1245,1,0,2000-06-12,,,,
1244,0,1,2000-06-12,,,,
1285,0,1,2000-06-12,,,,
1262,0,1,2000-06-12,,,,
1263,0,1,2000-06-12,,,,
1248,1,0,2000-06-12,,,,
1265,1,0,2000-06-12,,,,
1283,0,1,2000-06-12,,,,
1264,1,0,2000-06-12,,,,
1282,0,1,2000-06-12,,,,
1281,1,0,2000-06-12,,,,
1279,1,0,2000-06-12,,,,
1278,1,0,2000-06-12,,,,
1277,0,1,2000-06-12,,,,
1276,0,1,2000-06-12,,,,
1275,1,0,2000-06-12,,,,
1280,1,0,2000-06-12,,,,
1273,0,1,2000-06-12,,,,
1272,1,0,2000-06-12,,,,
1271,0,1,2000-06-12,,,,
1270,1,0,2000-06-12,,,,
1269,1,0,2000-06-12,,,,
1268,0,1,2000-06-12,,,,
1266,1,0,2000-06-12,,,,
1274,1,0,2000-06-12,,,,
1267,0,1,2000-06-12,,,,
1370,0,1,2000-06-19,,,,
1369,0,1,2000-06-19,,,,
1368,1,0,2000-06-19,,,,
1366,0,1,2000-06-19,,,,
1365,0,1,2000-06-19,,,,
1362,1,0,2000-06-19,,,,
1363,0,1,2000-06-19,,,,
1361,1,0,2000-06-19,,,,
1360,1,0,2000-06-19,,,,
1371,1,0,2000-06-19,,,,
1359,0,1,2000-06-19,,,,
1364,1,0,2000-06-19,,,,
1372,1,0,2000-06-19,,,,
1382,0,1,2000-06-19,,,,
1374,0,1,2000-06-19,,,,
1375,0,1,2000-06-19,,,,
1376,0,1,2000-06-19,,,,
1377,1,0,2000-06-19,,,,
1378,0,1,2000-06-19,,,,
1379,0,1,2000-06-19,,,,
1380,1,0,2000-06-19,,,,
1381,0,1,2000-06-19,,,,
1383,0,1,2000-06-19,,,,
1384,1,0,2000-06-19,,,,
1385,0,1,2000-06-19,,,,
1386,1,0,2000-06-19,,,,
1387,1,0,2000-06-19,,,,
1358,1,0,2000-06-19,,,,
1373,0,1,2000-06-19,,,,
1357,1,0,2000-06-19,,,,
1367,0,1,2000-06-19,,,,
1355,1,0,2000-06-19,,,,
1356,0,1,2000-06-19,,,,
1327,1,0,2000-06-19,,,,
1328,0,1,2000-06-19,,,,
1329,1,0,2000-06-19,,,,
1330,0,1,2000-06-19,,,,
1331,1,0,2000-06-19,,,,
1332,1,0,2000-06-19,,,,
1333,1,0,2000-06-19,,,,
1335,0,1,2000-06-19,,,,
1336,1,0,2000-06-19,,,,
1337,0,1,2000-06-19,,,,
1338,0,1,2000-06-19,,,,
1339,0,1,2000-06-19,,,,
1340,1,0,2000-06-19,,,,
1334,1,0,2000-06-19,,,,
1342,1,0,2000-06-19,,,,
1341,1,0,2000-06-19,,,,
1353,0,1,2000-06-19,,,,
1352,0,1,2000-06-19,,,,
1351,1,0,2000-06-19,,,,
1349,1,0,2000-06-19,,,,
1348,1,0,2000-06-19,,,,
1350,0,1,2000-06-19,,,,
1354,0,1,2000-06-19,,,,
1346,1,0,2000-06-19,,,,
1345,1,0,2000-06-19,,,,
1344,1,0,2000-06-19,,,,
1343,0,1,2000-06-19,,,,
1347,1,0,2000-06-19,,,,
1471,1,0,2000-06-26,,,,
1468,1,0,2000-06-26,,,,
1469,0,1,2000-06-26,,,,
1470,0,1,2000-06-26,,,,
1472,1,0,2000-06-26,,,,
1478,0,1,2000-06-26,,,,
1474,0,1,2000-06-26,,,,
1475,1,0,2000-06-26,,,,
1476,0,1,2000-06-26,,,,
1477,0,1,2000-06-26,,,,
1467,1,0,2000-06-26,,,,
1473,0,1,2000-06-26,,,,
1466,1,0,2000-06-26,,,,
1451,1,0,2000-06-26,,,,
1463,1,0,2000-06-26,,,,
1462,1,0,2000-06-26,,,,
1461,0,1,2000-06-26,,,,
1460,0,1,2000-06-26,,,,
1459,1,0,2000-06-26,,,,
1458,1,0,2000-06-26,,,,
1457,0,1,2000-06-26,,,,
1456,1,0,2000-06-26,,,,
1455,1,0,2000-06-26,,,,
1454,0,1,2000-06-26,,,,
1453,1,0,2000-06-26,,,,
1452,1,0,2000-06-26,,,,
1479,0,1,2000-06-26,,,,
1464,0,1,2000-06-26,,,,
1480,1,0,2000-06-26,,,,
1495,0,1,2000-06-26,,,,
1482,0,1,2000-06-26,,,,
1450,0,1,2000-06-26,,,,
1510,0,1,2000-06-26,,,,
1509,1,0,2000-06-26,,,,
1508,0,1,2000-06-26,,,,
1507,1,0,2000-06-26,,,,
1506,0,1,2000-06-26,,,,
1505,0,1,2000-06-26,,,,
1504,0,1,2000-06-26,,,,
1503,0,1,2000-06-26,,,,
1502,1,0,2000-06-26,,,,
1501,0,1,2000-06-26,,,,
1500,0,1,2000-06-26,,,,
1499,1,0,2000-06-26,,,,
1481,1,0,2000-06-26,,,,
1498,1,0,2000-06-26,,,,
1496,0,1,2000-06-26,,,,
1494,0,1,2000-06-26,,,,
1493,1,0,2000-06-26,,,,
1492,0,1,2000-06-26,,,,
1491,0,1,2000-06-26,,,,
1490,0,1,2000-06-26,,,,
1489,1,0,2000-06-26,,,,
1488,1,0,2000-06-26,,,,
1487,0,1,2000-06-26,,,,
1486,0,1,2000-06-26,,,,
1485,0,1,2000-06-26,,,,
1484,1,0,2000-06-26,,,,
1483,0,1,2000-06-26,,,,
1497,1,0,2000-06-26,,,,
1449,1,0,2000-06-26,,,,
1465,0,1,2000-06-26,,,,
1447,0,1,2000-06-26,,,,
1415,1,0,2000-06-26,,,,
1414,1,0,2000-06-26,,,,
1413,1,0,2000-06-26,,,,
1412,1,0,2000-06-26,,,,
1411,1,0,2000-06-26,,,,
1410,1,0,2000-06-26,,,,
1409,1,0,2000-06-26,,,,
1408,0,1,2000-06-26,,,,
1407,1,0,2000-06-26,,,,
1406,1,0,2000-06-26,,,,
1405,1,0,2000-06-26,,,,
1404,0,1,2000-06-26,,,,
1403,1,0,2000-06-26,,,,
1402,0,1,2000-06-26,,,,
1401,0,1,2000-06-26,,,,
1400,1,0,2000-06-26,,,,
1399,1,0,2000-06-26,,,,
1398,0,1,2000-06-26,,,,
1397,1,0,2000-06-26,,,,
1395,0,1,2000-06-26,,,,
1394,0,1,2000-06-26,,,,
1393,1,0,2000-06-26,,,,
1392,1,0,2000-06-26,,,,
1391,0,1,2000-06-26,,,,
1390,1,0,2000-06-26,,,,
1389,0,1,2000-06-26,,,,
1388,1,0,2000-06-26,,,,
1416,1,0,2000-06-26,,,,
1417,1,0,2000-06-26,,,,
1396,1,0,2000-06-26,,,,
1419,1,0,2000-06-26,,,,
1418,1,0,2000-06-26,,,,
1446,1,0,2000-06-26,,,,
1445,0,1,2000-06-26,,,,
1444,1,0,2000-06-26,,,,
1443,1,0,2000-06-26,,,,
1441,0,1,2000-06-26,,,,
1440,1,0,2000-06-26,,,,
1439,0,1,2000-06-26,,,,
1438,0,1,2000-06-26,,,,
1437,0,1,2000-06-26,,,,
1436,0,1,2000-06-26,,,,
1435,0,1,2000-06-26,,,,
1434,0,1,2000-06-26,,,,
1433,0,1,2000-06-26,,,,
1442,1,0,2000-06-26,,,,
1432,1,0,2000-06-26,,,,
1448,0,1,2000-06-26,,,,
1421,0,1,2000-06-26,,,,
1422,1,0,2000-06-26,,,,
1420,1,0,2000-06-26,,,,
1424,1,0,2000-06-26,,,,
1425,1,0,2000-06-26,,,,
1423,0,1,2000-06-26,,,,
1427,0,1,2000-06-26,,,,
1428,1,0,2000-06-26,,,,
1429,1,0,2000-06-26,,,,
1430,1,0,2000-06-26,,,,
1431,1,0,2000-06-26,,,,
1426,0,1,2000-06-26,,,,
1575,1,0,2000-07-10,,,,
1576,1,0,2000-07-10,,,,
1574,0,1,2000-07-10,,,,
1573,0,1,2000-07-10,,,,
1572,1,0,2000-07-10,,,,
1571,0,1,2000-07-10,,,,
1570,1,0,2000-07-10,,,,
1569,0,1,2000-07-10,,,,
1568,1,0,2000-07-10,,,,
1562,1,0,2000-07-10,,,,
1566,1,0,2000-07-10,,,,
1565,1,0,2000-07-10,,,,
1564,0,1,2000-07-10,,,,
1563,0,1,2000-07-10,,,,
1561,1,0,2000-07-10,,,,
1560,1,0,2000-07-10,,,,
1559,0,1,2000-07-10,,,,
1577,1,0,2000-07-10,,,,
1558,0,1,2000-07-10,,,,
1567,0,1,2000-07-10,,,,
1578,0,1,2000-07-10,,,,
1593,1,0,2000-07-10,,,,
1580,0,1,2000-07-10,,,,
1557,0,1,2000-07-10,,,,
1600,1,0,2000-07-10,,,,
1599,1,0,2000-07-10,,,,
1598,0,1,2000-07-10,,,,
1597,0,1,2000-07-10,,,,
1596,1,0,2000-07-10,,,,
1595,0,1,2000-07-10,,,,
1594,1,0,2000-07-10,,,,
1592,1,0,2000-07-10,,,,
1579,1,0,2000-07-10,,,,
1591,0,1,2000-07-10,,,,
1589,1,0,2000-07-10,,,,
1588,0,1,2000-07-10,,,,
1587,1,0,2000-07-10,,,,
1586,1,0,2000-07-10,,,,
1585,0,1,2000-07-10,,,,
1584,1,0,2000-07-10,,,,
1583,0,1,2000-07-10,,,,
1582,1,0,2000-07-10,,,,
1581,0,1,2000-07-10,,,,
1590,1,0,2000-07-10,,,,
1556,0,1,2000-07-10,,,,
1547,0,1,2000-07-10,,,,
1554,0,1,2000-07-10,,,,
1529,1,0,2000-07-10,,,,
1528,0,1,2000-07-10,,,,
1527,1,0,2000-07-10,,,,
1526,1,0,2000-07-10,,,,
1525,1,0,2000-07-10,,,,
1524,0,1,2000-07-10,,,,
1523,0,1,2000-07-10,,,,
1521,1,0,2000-07-10,,,,
1520,1,0,2000-07-10,,,,
1519,1,0,2000-07-10,,,,
1518,1,0,2000-07-10,,,,
1517,0,1,2000-07-10,,,,
1516,0,1,2000-07-10,,,,
1515,0,1,2000-07-10,,,,
1514,0,1,2000-07-10,,,,
1513,0,1,2000-07-10,,,,
1512,0,1,2000-07-10,,,,
1511,0,1,2000-07-10,,,,
1555,1,0,2000-07-10,,,,
1530,0,1,2000-07-10,,,,
1531,1,0,2000-07-10,,,,
1522,0,1,2000-07-10,,,,
1533,0,1,2000-07-10,,,,
1553,1,0,2000-07-10,,,,
1532,1,0,2000-07-10,,,,
1551,0,1,2000-07-10,,,,
1550,1,0,2000-07-10,,,,
1549,0,1,2000-07-10,,,,
1548,1,0,2000-07-10,,,,
1546,1,0,2000-07-10,,,,
1545,0,1,2000-07-10,,,,
1544,0,1,2000-07-10,,,,
1543,0,1,2000-07-10,,,,
1552,1,0,2000-07-10,,,,
1534,1,0,2000-07-10,,,,
1541,1,0,2000-07-10,,,,
1540,1,0,2000-07-10,,,,
1539,0,1,2000-07-10,,,,
1538,1,0,2000-07-10,,,,
1537,0,1,2000-07-10,,,,
1536,0,1,2000-07-10,,,,
1535,1,0,2000-07-10,,,,
1542,1,0,2000-07-10,,,,
1661,0,1,2000-07-17,,,,
1662,1,0,2000-07-17,,,,
1663,0,1,2000-07-17,,,,
1668,1,0,2000-07-17,,,,
1665,1,0,2000-07-17,,,,
1666,1,0,2000-07-17,,,,
